,title,abstract,paragraph,pub_date
77,How Do You Think About the Question of When Life Begins? Tell Us.,"Underlying the debate in America over abortion is a big, difficult question.","In the months since the Supreme Court overturned Roe vs. Wade, politicians and activists have attempted to squeeze concrete answers from an eternal question of human existence: When does life begin? This question goes far beyond politics, law and science into the heart of human experience.",2023-01-01T00:05:59+0000
78,When Does Life Begin?,"The question is at the heart of the human experience — and the nation’s abortion debate. An exploration through science, theology and philosophy.","The question is at the heart of the human experience — and the nation’s abortion debate. An exploration through science, theology and philosophy.",2023-01-01T00:15:57+0000
79,The F.D.A. Now Says It Plainly: Morning-After Pills Are Not Abortion Pills,"Labels of Plan B One-Step had previously said, without scientific evidence, that the pill might block fertilized eggs from implanting in the womb.",The Food and Drug Administration on Friday significantly changed the information that will be in every box of the most widely used emergency contraceptive pills to make clear that they do not prevent a fertilized egg from implanting in the womb. The agency explained in an accompanying document that the products cannot be described as abortion pills.,2022-12-23T20:37:42+0000
80,A Post-Roe America: An Update,Two women on how their lives have transformed since the end of the constitutional right to abortion.,"This week, The Daily is revisiting some of our favorite episodes of the year and checking in on what has happened in the time since.",2022-12-29T11:00:12+0000
81,Vatican Removes Anti-Abortion Activist From the Priesthood,Frank Pavone’s work has led to clashes over the years with some Catholic leaders.,"A well-known Catholic priest and incendiary leader of the anti-abortion movement was removed from the priesthood by the Vatican, according to a letter from Pope Francis’ representative to the United States that was obtained by The New York Times.",2022-12-18T08:29:31+0000
82,‘I’m Not Ready’: A Mother Denied an Abortion in Texas Faces an Uncertain Future,Faith-based Blue Haven Ranch provides temporary aid for poor Texas women with newborns. But how will they survive when it ends?,"DENTON, Texas — Last year Tamara Nelson was a pregnant mother of three, denied an abortion under Texas’ restrictive laws. More recently, she told fund-raising gala attendees how Blue Haven Ranch, a faith-based, anti-abortion nonprofit, supported her when no one else would.",2022-12-18T10:00:32+0000
83,Does American Society Need Abortion?,Is nothing else so important as to continue ensuring that thousands of unborn lives can be ended in utero every year?,"‌At a Senate Banking Committee hearing shortly after the leak of the Supreme Court draft opinion overturning Roe v. Wade, Treasury Secretary Janet Yellen warned that curtailing the right to an abortion “would have very damaging effects on the economy.” Women denied abortions would lose educational opportunities and see their “odds of living in poverty” or their “need for public assistance” rise. And this would have follow-on consequences for their children, who would then “grow up in poverty and do worse themselves.”",2022-12-14T10:00:48+0000
84,The Unexpected Ways the Left is Winning in the Abortion Fight,"Six months after the end of Roe v. Wade, efforts to defend abortion access are racking up victories in state legislatures and in the courts.","When the Supreme Court overturned Roe v. Wade this year, it appeared to be an unvarnished victory for the anti-abortion movement.",2022-12-14T11:00:12+0000
85,Women Are on the March,Fewer men are filling governors’ mansions. Not few enough.,"Perhaps you missed the big news: In 2023, there will be a record-breaking 12 women serving as governors around the nation. Way over the previous record of … nine.",2022-12-22T00:58:02+0000
86,Was the World Collapsing? Or Were You Just Freaking Out?,"In 2022, we debated the apocalypse.","What should we make of this year in America? There’s an argument that this is the end, or the beginning of the end, that the infrastructure of our democracy is crumbling, and that the jittery quality in the economy portends collapse and that the nuclear risk in Russia’s war in Ukraine could combust into something much bigger. Then there is the counterargument that even with all these strains, we’re actually witnessing that the system holds, that democracy prevails, that the danger is fading.",2022-12-20T10:04:31+0000
87,The New Landscape of the Abortion Fight,"After the midterm elections, abortion rights advocates hope to harness public support for the long term, while abortion foes look to advance new laws in sympathetic courts and legislatures.","The Supreme Court’s reversal of the 50-year-old decision in Roe v. Wade transformed the debate and politics around abortion in the United States, shifting battles to state courts and legislatures — and galvanizing a fresh wave of voters in the midterm elections who turned out more forcefully than ever to make abortion rights a winning issue.",2022-12-10T10:00:13+0000
88,The Year in Pictures 2022,"Photographers captured historic moments of war, grief and wonder that defined the year.","Photographers captured historic moments of war, grief and wonder that defined the year.",2022-12-19T03:16:08+0000
89,The (Incomplete) Revolution in Counting Abortions,"Researchers know more than before, but incomplete data is still an issue as more women try to sidestep restrictions.","Among women in the United States who no longer have an abortion clinic nearby, many are turning to abortion pills ordered online, outside the U.S. medical system. As a result, the illicit abortions that were once invisible — the back-alley abortions before Roe v. Wade — are becoming increasingly possible to track and count in post-Roe America.",2022-12-08T10:00:24+0000
